x,y,z,cluster,original_path
8.1405115,17.614447,18.777164,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金垂叶纹杯_故00078052_HD_rank2_std26.jpg
11.465156,-5.5756655,13.313196,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金垂叶纹杯_故00078052_HD_rank3_std26.jpg
4.6276817,14.35596,12.79114,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金壶_故00077788_HD_rank0_std15.jpg
8.424544,19.7253,8.171925,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金壶_故00077788_HD_rank1_std17.jpg
4.4654355,13.549763,11.898828,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金壶_故00077788_HD_rank2_std18.jpg
2.4833431,12.617169,15.292817,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金壶_故00077788_HD_rank3_std20.jpg
8.932955,10.891624,12.820887,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金壶_故00077788_HD_rank4_std23.jpg
29.284473,1.12936,12.315847,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金尊_故00077645_HD_rank0_std29.jpg
22.886028,-9.640468,2.3072958,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金尊_故00077645_HD_rank1_std29.jpg
17.331263,7.111042,18.304289,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金尊_故00077645_HD_rank2_std30.jpg
14.536186,26.30567,4.505333,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078040_HD_rank0_std18.jpg
13.521256,27.590742,7.318366,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078040_HD_rank1_std30.jpg
14.330106,4.0917964,18.472157,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078041_HD_rank0_std16.jpg
14.0698595,4.2854695,17.384153,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078041_HD_rank1_std16.jpg
13.996757,4.223965,17.64434,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078041_HD_rank2_std16.jpg
15.1432705,2.8261747,19.698082,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078041_HD_rank3_std18.jpg
14.622635,4.5140676,16.257488,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鎏金豆_故00078041_HD_rank4_std20.jpg
22.322697,-12.716938,0.51404774,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金兽面纹鼎_故00078043_HD_rank0_std18.jpg
11.780208,10.426135,21.277222,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金兽面纹鼎_故00078043_HD_rank1_std22.jpg
20.59506,-13.369037,-1.1160334,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金兽面纹鼎_故00078043_HD_rank2_std26.jpg
20.686361,-13.371937,-0.72034484,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金兽面纹鼎_故00078043_HD_rank3_std30.jpg
20.646996,-13.523785,-0.74622273,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金兽面纹鼎_故00078043_HD_rank4_std31.jpg
17.574486,7.8601484,12.513356,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金凫尊_故00077667_HD_rank0_std22.jpg
30.151278,-0.3781793,6.555334,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金凫尊_故00077667_HD_rank1_std24.jpg
11.959434,-10.959157,19.868912,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金凫尊_故00077667_HD_rank2_std24.jpg
17.540716,8.248094,12.824108,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金凫尊_故00077667_HD_rank3_std25.jpg
14.326432,-8.389947,19.561161,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金凫尊_故00077667_HD_rank4_std25.jpg
13.689363,9.945183,20.10284,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金尊_故00077658_HD_rank0_std18.jpg
14.672208,11.770692,18.566349,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金尊_故00077658_HD_rank1_std22.jpg
14.658518,12.719036,17.987839,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金尊_故00077658_HD_rank2_std22.jpg
14.83494,12.61649,17.872408,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金尊_故00077658_HD_rank3_std23.jpg
13.480886,9.676197,20.380346,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金尊_故00077658_HD_rank4_std24.jpg
13.375988,0.68556947,20.288908,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银兽面纹方壶_故00078086_HD_rank0_std16.jpg
14.4481,1.2676703,19.629786,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银兽面纹方壶_故00078086_HD_rank1_std17.jpg
10.118354,-7.9584894,12.82956,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银兽面纹方壶_故00078086_HD_rank2_std21.jpg
10.916014,-0.46218166,15.075641,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银兽面纹方壶_故00078086_HD_rank3_std22.jpg
14.2665205,1.0432981,19.671963,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银兽面纹方壶_故00078086_HD_rank4_std22.jpg
15.613868,-10.129548,-1.7348125,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077670_HD_rank0_std26.jpg
9.2800665,14.045815,18.971392,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077670_HD_rank1_std30.jpg
20.868032,4.0320587,16.752642,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077670_HD_rank2_std30.jpg
12.958169,9.901207,20.69225,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077670_HD_rank3_std31.jpg
17.498993,8.713991,20.93885,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077678_HD_rank0_std22.jpg
22.25062,-15.293904,9.469131,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077678_HD_rank1_std24.jpg
21.013918,2.3635528,14.141217,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077678_HD_rank2_std25.jpg
27.022657,-13.711676,1.1931226,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077678_HD_rank3_std28.jpg
21.127735,3.1824467,13.557237,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银凫尊_故00077678_HD_rank4_std30.jpg
-0.72353834,20.463737,13.435163,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银匜_故00078050_HD_rank0_std20.jpg
4.435199,11.313036,19.64249,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银匜_故00078050_HD_rank1_std22.jpg
12.486207,-9.145548,12.165211,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银匜_故00078050_HD_rank2_std26.jpg
4.663149,10.985342,19.87363,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银匜_故00078050_HD_rank3_std28.jpg
14.353021,5.956759,22.998184,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银匜_故00078050_HD_rank4_std28.jpg
15.979487,-4.6123543,13.855044,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077772_HD_rank0_std15.jpg
-4.0131745,6.7881207,4.082049,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077772_HD_rank1_std17.jpg
11.50981,-8.089068,12.286611,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077772_HD_rank2_std21.jpg
11.790346,-7.8019495,12.380419,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077772_HD_rank3_std28.jpg
-2.9641712,5.584214,7.7973247,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077772_HD_rank4_std31.jpg
13.255253,-11.033763,5.979413,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077787_HD_rank0_std14.jpg
12.218316,-9.912211,8.422131,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077787_HD_rank1_std15.jpg
12.703614,-10.468485,7.3620496,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077787_HD_rank2_std16.jpg
11.932582,-9.470796,8.782574,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077787_HD_rank3_std16.jpg
12.573516,-10.316346,7.620129,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银壶_故00077787_HD_rank4_std20.jpg
12.78374,-4.5859942,15.840899,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹匜_故00078049_HD_rank0_std9.jpg
12.111439,-5.832622,14.092553,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹匜_故00078049_HD_rank1_std12.jpg
16.344593,-1.8752631,12.718838,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹匜_故00078049_HD_rank2_std21.jpg
4.739779,15.273658,5.724469,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹匜_故00078049_HD_rank3_std22.jpg
12.454819,-4.330434,14.454194,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹匜_故00078049_HD_rank4_std22.jpg
-6.335284,17.332846,13.854962,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹壶_故00078085_HD_rank0_std12.jpg
-6.27142,16.799524,14.108358,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹壶_故00078085_HD_rank1_std13.jpg
-1.1105974,6.3086886,11.312924,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹壶_故00078085_HD_rank2_std25.jpg
5.7588654,4.4058175,22.615217,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹壶_故00078085_HD_rank3_std26.jpg
6.529818,7.3838987,24.499952,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银夔纹壶_故00078085_HD_rank4_std27.jpg
1.8572588,-9.882256,26.297886,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银嵌松石回纹罍_故00077875_HD_rank0_std16.jpg
0.77146447,-10.103498,26.006027,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银嵌松石回纹罍_故00077875_HD_rank1_std18.jpg
0.71103334,-10.15428,25.910473,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银嵌松石回纹罍_故00077875_HD_rank2_std19.jpg
2.0157776,-9.515093,26.745615,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银嵌松石回纹罍_故00077875_HD_rank3_std20.jpg
0.86008716,-10.224537,25.84617,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银嵌松石回纹罍_故00077875_HD_rank4_std21.jpg
23.62434,-9.71409,2.0638812,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银熏_故00078045_HD_rank0_std22.jpg
14.493879,12.709769,18.31888,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077649_HD_rank0_std18.jpg
13.11969,15.247208,18.03666,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077649_HD_rank1_std19.jpg
13.693051,14.212951,18.496431,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077649_HD_rank2_std23.jpg
13.480828,14.690774,19.47342,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077649_HD_rank3_std23.jpg
19.20747,4.9251413,16.770815,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077649_HD_rank4_std24.jpg
12.5521755,-11.816294,18.754614,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077653_HD_rank0_std17.jpg
12.126176,-11.821859,19.848976,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077653_HD_rank1_std23.jpg
9.532469,6.6280317,17.193502,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077653_HD_rank2_std23.jpg
17.67208,8.356771,19.88797,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077653_HD_rank3_std24.jpg
-10.460472,-23.307121,2.6955826,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077653_HD_rank4_std24.jpg
15.516227,6.667454,21.46994,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077654_HD_rank0_std19.jpg
15.655023,6.725974,21.416925,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077654_HD_rank1_std22.jpg
16.523764,7.975685,19.506517,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077654_HD_rank2_std24.jpg
17.522703,8.429234,20.20643,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077654_HD_rank3_std26.jpg
15.346633,8.827271,20.196672,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银牺尊_故00077654_HD_rank4_std28.jpg
16.45218,-7.5117207,16.566402,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银虎尊_故00077680_HD_rank0_std14.jpg
22.718912,-15.589614,8.357732,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银虎尊_故00077680_HD_rank1_std14.jpg
22.381113,-15.58554,8.567529,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银虎尊_故00077680_HD_rank2_std15.jpg
22.516304,-15.520377,8.236043,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银虎尊_故00077680_HD_rank3_std17.jpg
25.090729,-15.455007,8.073704,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银虎尊_故00077680_HD_rank4_std18.jpg
-5.0627666,19.556517,14.587101,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银蝉纹方壶_故00077771_HD_rank0_std11.jpg
11.9993725,-11.034326,19.449957,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银蝉纹方壶_故00077771_HD_rank1_std15.jpg
0.031242914,14.555844,3.418984,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银蝉纹方壶_故00077771_HD_rank2_std17.jpg
-2.2625973,20.333002,14.040488,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银蝉纹方壶_故00077771_HD_rank3_std18.jpg
16.815449,-13.656624,10.1331005,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错金银蝉纹方壶_故00077771_HD_rank4_std20.jpg
15.658898,9.25016,21.929298,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错银砚滴_故00077660_HD_rank0_std18.jpg
15.347081,8.5015135,22.15006,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错银砚滴_故00077660_HD_rank1_std19.jpg
15.265524,8.587373,22.015226,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错银砚滴_故00077660_HD_rank2_std20.jpg
15.5966625,9.312851,21.333574,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错银砚滴_故00077660_HD_rank3_std24.jpg
16.875603,9.128258,21.432775,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\错银砚滴_故00077660_HD_rank4_std25.jpg
13.959385,-8.809962,15.127863,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\香侍道人鼎_故00077934_HD_rank0_std15.jpg
14.370531,-9.639,15.0234375,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\香侍道人鼎_故00077934_HD_rank1_std17.jpg
14.288103,-9.731522,15.134202,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\香侍道人鼎_故00077934_HD_rank2_std19.jpg
16.823608,-6.7784095,11.213753,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\香侍道人鼎_故00077934_HD_rank3_std20.jpg
18.965937,-9.01866,13.778382,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\香侍道人鼎_故00077934_HD_rank4_std20.jpg
10.57898,-0.51279813,1.1890048,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸠尊_故00077666_HD_rank0_std18.jpg
10.983243,-0.7184549,1.0075514,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸠尊_故00077666_HD_rank1_std21.jpg
13.845915,4.78822,12.480911,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸠尊_故00077666_HD_rank2_std21.jpg
11.345869,-0.86495113,0.8210094,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸠尊_故00077666_HD_rank3_std23.jpg
15.756498,1.0917982,-5.120602,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸠尊_故00077666_HD_rank4_std24.jpg
9.3111,10.018247,15.226459,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077668_HD_rank0_std18.jpg
18.967018,7.834125,16.929434,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077668_HD_rank1_std23.jpg
18.35926,7.4104457,16.80288,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077668_HD_rank2_std26.jpg
11.805015,8.826336,18.596453,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077668_HD_rank3_std28.jpg
6.407855,22.035242,5.9359856,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077671_HD_rank0_std8.jpg
14.839392,12.154405,18.229523,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077671_HD_rank1_std19.jpg
16.180359,12.666499,15.610583,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077671_HD_rank2_std20.jpg
16.131067,4.9949265,21.02564,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077671_HD_rank3_std24.jpg
16.470648,11.193486,14.964641,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077671_HD_rank4_std24.jpg
14.021492,8.833544,-6.4266787,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077679_HD_rank0_std23.jpg
10.004785,-0.23624732,1.1863023,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077679_HD_rank1_std23.jpg
14.057487,8.564442,-6.4931054,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077679_HD_rank2_std23.jpg
13.809905,9.855791,-6.089377,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077679_HD_rank3_std30.jpg
16.906273,7.8161063,18.537416,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸡尊_故00077679_HD_rank4_std31.jpg
20.26396,-11.051005,8.151655,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸮尊_故00077682_HD_rank0_std17.jpg
20.33988,-10.420883,8.243847,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸮尊_故00077682_HD_rank1_std19.jpg
15.837554,-11.160213,6.3114896,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸮尊_故00077682_HD_rank2_std21.jpg
24.24443,-9.836864,1.7626073,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸮尊_故00077682_HD_rank3_std22.jpg
25.31885,-10.436584,0.85745776,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\鸮尊_故00077682_HD_rank4_std25.jpg
12.811343,-4.67926,16.266706,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\龙纹壶_故00077781_HD_rank0_std8.jpg
20.828468,3.5528316,10.185323,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\龙纹壶_故00077781_HD_rank1_std16.jpg
28.814505,-5.627742,8.713817,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\龙纹壶_故00077781_HD_rank2_std23.jpg
22.234156,4.0706453,9.725852,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\龙纹壶_故00077781_HD_rank3_std23.jpg
15.160924,-4.112992,0.14296092,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\宋\龙纹壶_故00077781_HD_rank4_std24.jpg
2.956068,21.810282,-6.5894175,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010132_HD_rank0_std17.jpg
17.379845,16.160072,-1.7613716,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010132_HD_rank1_std20.jpg
6.682138,11.36193,-8.852046,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010132_HD_rank2_std23.jpg
10.046345,11.099575,-1.4487344,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010132_HD_rank3_std24.jpg
11.672835,10.088808,11.363996,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010132_HD_rank4_std25.jpg
9.898286,10.761346,10.100008,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010133_HD_rank0_std14.jpg
9.0841255,12.584655,5.6986628,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010133_HD_rank1_std18.jpg
0.47139972,27.81272,-8.891763,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010133_HD_rank2_std18.jpg
8.555006,12.478104,1.8554943,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010133_HD_rank3_std18.jpg
9.007117,11.552337,5.0626054,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\三牺鼎_新00010133_HD_rank4_std19.jpg
15.705552,16.788784,9.708441,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\乙鼎_新00141235_HD_rank0_std17.jpg
22.747084,10.150875,6.641144,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\乙鼎_新00141235_HD_rank1_std23.jpg
12.065111,6.8704777,12.918732,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\乙鼎_新00141235_HD_rank2_std23.jpg
14.570646,8.29996,-1.3505679,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\乙鼎_新00141235_HD_rank3_std24.jpg
14.929591,7.754288,15.510013,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\乙鼎_新00141235_HD_rank4_std24.jpg
10.369624,25.207445,-2.0754821,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹车軎_新00104590_HD_rank0_std15.jpg
10.71663,25.119015,-2.2070322,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹车軎_新00104590_HD_rank1_std16.jpg
14.040415,26.571642,5.72995,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹车軎_新00104590_HD_rank2_std16.jpg
10.046053,26.040035,-4.226988,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹车軎_新00104590_HD_rank3_std20.jpg
10.344623,25.882996,-3.348587,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹车軎_新00104590_HD_rank4_std20.jpg
10.377377,18.99275,-8.18463,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹钟_新00104824_HD_rank0_std20.jpg
12.002111,9.375046,-1.1056389,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹钟_新00104824_HD_rank1_std24.jpg
19.25982,1.0810031,2.2546558,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹钟_新00104824_HD_rank2_std24.jpg
11.473722,10.263821,-1.9271773,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹钟_新00104824_HD_rank3_std25.jpg
11.557904,9.75342,-1.0657319,1,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽纹钟_新00104824_HD_rank4_std26.jpg
4.5739126,7.7792826,10.506778,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽耳衔环壶_故00077052_HD_rank0_std9.jpg
10.702828,8.268459,10.236871,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽耳衔环壶_故00077052_HD_rank1_std15.jpg
10.121764,7.6386046,8.023815,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽耳衔环壶_故00077052_HD_rank2_std20.jpg
1.1010646,11.277506,13.96706,4,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽耳衔环壶_故00077052_HD_rank3_std22.jpg
9.131064,6.7559752,7.9509377,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽耳衔环壶_故00077052_HD_rank4_std22.jpg
12.820345,8.316771,11.680898,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽面衔环壶_故00077468_HD_rank0_std16.jpg
9.747404,15.009898,4.663381,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽面衔环壶_故00077468_HD_rank1_std17.jpg
11.301641,13.18547,4.680101,0,D:\pycharm\WebCrawler\故宫文物数据\铜器_裁切1\战国\兽面衔环壶_故00077468_HD_rank2_std19.jpg
